review_id,url_id,url,target_country,language,page_type,entity_source,impressions_W1,clicks_W1,primary_query,intent_alignment,usefulness_1_5,specificity_1_5,naturalness_1_5,localisation_1_5,factual_safety,scanner_flags,analyst_rating_1_5,classification,issue,current_excerpt,recommended_action,factual_source,clinical_gate,native_editor_status,copy_approval_status,owner,expected_user_benefit,evidence
CR-0118,U004388,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,Spain,es,blog_post,CMS blog record dermatologo-online-que-puede-resolver (es-es) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/es-es.json,288,0,dermatologo atencion online,aligned,5,5,5,5,ok,superlative_hits=5,5,Protect,"288 impressions across the whole 'dermatologo online' cluster at p17-26; the '5 superlatives' are the teledermatology scope list, not marketing.","Todos los artículosDermatologíaDermatólogo online: qué puede resolver y qué necesita ser presencialLa teledermatología resuelve bien el acné, la rosácea, la dermatitis, la psoriasis y la caída del cabello. Los lunares, en cambio, necesitan","No copy change; the gap is position, not quality.",Reviewed by Dr. Eduardo Daniel Rodriguez Olivas; dermatoscope limitation stated,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Readers learn which skin problems need a dermatoscope,seo/tracking/raw/2026-09-15/A2-probe/text/U004388.txt
CR-0119,U004386,https://www.myglobalhealth.online/spain/es/blog/baja-laboral-por-ansiedad-como-funciona,Spain,es,blog_post,CMS blog record baja-laboral-por-ansiedad-como-funciona (es-es) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/es-es.json,158,0,mi médico no me da la baja por ansiedad,aligned,5,5,5,5,ok,superlative_hits=4,5,Protect,"Answers the hardest version of the query ('mi medico no me da la baja por ansiedad', p9) and correctly says a private consultation cannot issue the parte de baja.","Todos los artículosSalud MentalBaja laboral por ansiedad: quién la emite y qué se evalúaLa baja por ansiedad es una incapacidad temporal y la emite el médico del sistema público o de la mutua, no una consulta privada. Explicamos qué evalúa",No change.,Reviewed by Dr. Eduardo Daniel Rodriguez Olivas; INSS/mutua process described,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Honest answer about who can issue the sick note,seo/tracking/raw/2026-09-15/A2-probe/text/U004386.txt
CR-0120,U004227,https://www.myglobalhealth.online/spain/de/blog/normaler-blutdruck-tabelle-nach-alter-und-geschlecht-ohne-mythen,Spain,de,blog_post,CMS blog record normaler-blutdruck-tabelle-nach-alter-und-geschlecht-ohne-mythen (es-de) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/es-de.json,100,0,blutdruck frau 40 jahre,aligned,4,5,4,4,ok,superlative_hits=14,3,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Cardiologia' on the /de page; 14 superlative hits; 100 impressions.,"Alle ArtikelCardiologíaNormaler Blutdruck: Tabelle nach Alter und Geschlecht ohne MythenWelche Werte tatsächlich als normal gelten, warum es für erwachsene Männer und Frauen keine getrennten Tabellen gibt und wan",Translate the category label for de and trim the superlatives.,European hypertension thresholds cited; reviewed by Dr. Eduardo Daniel Rodriguez Olivas,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,German readers see a German taxonomy,seo/tracking/raw/2026-09-15/A2-probe/text/U004227.txt
CR-0121,U004473,https://www.myglobalhealth.online/spain/pt/blog/dermatologista-online-espanha,Spain,pt,blog_post,CMS blog record dermatologista-online-espanha (es-pt) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/es-pt.json,38,0,consulta online de dermatologia,aligned,4,5,5,4,ok,superlative_hits=6,4,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Dermatologia' (Spanish) on the /pt page.,"Todos os artigosDermatologíaDermatologista online em Espanha: o que resolve e o que exige consulta presencialA teledermatologia resolve bem a acne, a rosácea, a dermatite, a psoríase e a queda de cabelo. Os sinais, e",Translate the category label for pt.,Reviewed by Dr. Eduardo Daniel Rodriguez Olivas,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Portuguese readers see a Portuguese taxonomy,seo/tracking/raw/2026-09-15/A2-probe/text/U004473.txt
CR-0122,U004309,https://www.myglobalhealth.online/spain/en/blog/online-dermatologist-spain,Spain,en,blog_post,CMS blog record online-dermatologist-spain (es-en) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/es-en.json,35,0,online doctor consultation for skin problems,aligned,4,5,5,4,ok,em_dash_9.5/1k,4,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Dermatologia' on the /en page.,"All articlesDermatologíaOnline dermatologist in Spain: what it solves and what must be seen in personTeledermatology handles acne, rosacea, dermatitis, psoriasis and hair loss well. Moles are different: they need",Translate the category label for en.,Reviewed by Dr. Eduardo Daniel Rodriguez Olivas,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,English readers see an English taxonomy,seo/tracking/raw/2026-09-15/A2-probe/text/U004309.txt
CR-0123,U004403,https://www.myglobalhealth.online/spain/es/doctors/dr-alfredo-del-valle,Spain,es,doctor,CMS doctor record dr-alfredo-del-valle (es-es) via frontend/lib/content/get-public-doctors.ts rendered by frontend/lib/content/doctor-profile-page.tsx; dump .../api/doctors/es-es.json,127,20,alfredo del valle moreno montañez,aligned,5,5,5,4,ok,none,5,Protect,Highest CTR page in the set: 127 impressions / 20 clicks on name queries at p4-5. Only defect is the template label 'Consultas de medicina general' under a dermatology specialist.,"gistroMédico Especialista — DermatologíaConsultas de medicina generalIdiomasSpanish, EnglishDisponibilidadCitas onlinePerfilAcerca de Dr. AlfredoEl Dr. Alfredo del Valle Moreno Montañez es médico especialista en Dermatología con doble acred",Fix the specialty label so a dermatologist is not described as offering general medicine consultations; change nothing else.,CGCOM 282885136 and named qualifications on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,The specialty shown matches the specialist,seo/tracking/raw/2026-09-15/A2-probe/text/U004403.txt
CR-0124,U004325,https://www.myglobalhealth.online/spain/en/doctors/dr-javier-villarte-betancor,Spain,en,doctor,CMS doctor record dr-javier-villarte-betancor (es-en) via frontend/lib/content/get-public-doctors.ts rendered by frontend/lib/content/doctor-profile-page.tsx; dump .../api/doctors/es-en.json,2,0,%teléfono de la esperanza 717 003 717 official,partial,3,4,4,4,risk,em_dash_11.1/1k,2,Improve,"Title prefixes 'Dr' to a health psychologist (Colegiado no. A014346), who is not a medical doctor; the page also carries the 'Primary care consultations' doctor-template label.","DoctorJavier Villarte Betancor — Psychologist, Global Health Spain Javier Villarte Betancor — Psychologist at Global Health Spain. Book an online video consultation.++Back to Spain teamDoctor ProfileJavier Villarte BetancorPsychologistRevie",Remove the 'Dr' prefix and the primary-care label; describe him as Psicologo General Sanitario with his colegiado number.,Health Psychologist no. A014346 stated on page; the 'Dr' title is not supported by it,"yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",needed,proposed,,Patients are not misled about who they will see,seo/tracking/raw/2026-09-15/A2-probe/text/U004325.txt
CR-0125,HOME-ES,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/es/es (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/es/home.json",2012,2,medicos online,partial,4,4,4,2,check,none,3,Improve,"Largest-traffic page reviewed (2,012 impressions, 2 clicks). Hero says doctors are 'registrados en los colegios medicos nacionales de toda Europa' and the trust chip reads 'Colegiados en Spain' with t","ge un servicio, selecciona un horario y habla con médicos colegiados registrados en los colegios médicos nacionales de toda Europa.Reservar citaVer serviciosColegiados en SpainDisponibilidad en tiempo realCitas online{""@context"":""https://sc",Replace the hero subtitle with the OMC wording and localise the country token to 'Espana'.,Organizacion Medica Colegial named in the page FAQ,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,"Spanish visitors see the Spanish regulator, in Spanish",seo/tracking/raw/2026-09-15/A2-probe/text/HOME-ES.txt
CR-0126,U004301,https://www.myglobalhealth.online/spain/en,Spain,en,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/es/en (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/en/home.json",115,0,online medical follow up,partial,4,4,4,3,check,em_dash_13.9/1k,3,Improve,"Hero subtitle still uses the generic pan-market line 'registered with national medical councils across Europe' instead of the market regulator. 115 impressions, several at p11-19 for 'book online doct","ose a service, select an open time, and speak with licensed clinicians registered with national medical councils across Europe.Book AppointmentBrowse servicesLicensed in SpainLive availabilityOnline appointments{""@context"":""https://schema.o",Replace the hero subtitle with the OMC wording; keep the rest.,Organizacion Medica Colegial named in the page FAQ,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Visitors see the Spanish regulator named,seo/tracking/raw/2026-09-15/A2-probe/text/U004301.txt
CR-0127,U004218,https://www.myglobalhealth.online/spain/de,Spain,de,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/es/de (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/de/home.json",2,0,site:www.myglobalhealth.online,partial,3,3,3,2,check,superlative_hits=9,2,Improve,Hero subtitle still uses the generic pan-market line 'registered with national medical councils across Europe' instead of the market regulator. plus 'Zugelassen in Spain'; 9 superlative hits; 2 impres,"d sprechen Sie mit zugelassenen Ärzten, die bei den nationalen Ärztekammern in ganz Europa registriert sind.Termin buchenLeistungen anzeigenZugelassen in SpainEchtzeitverfügbarkeitOnline-Konsultationen{""@context"":""https://schema.org"",""@type","Replace the hero subtitle with the OMC wording, localise the country token to 'Spanien', trim superlatives.",Organizacion Medica Colegial named in the page FAQ,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,"German visitors see the Spanish regulator, in German",seo/tracking/raw/2026-09-15/A2-probe/text/U004218.txt
CR-0128,U004361,https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online,Spain,en,service,CMS service record dermatologia-especialista-online (es-en) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/es-en.json,199,0,atencion dermatologica online,aligned,4,5,3,4,check,em_dash_30.7/1k,3,Improve,"No clinical reviewer byline or review date, unlike every Brazil/Portugal/Czechia/Romania service page - although Spain's approval record names Dra. Maria Fernanda Ocampo Mora (CGCOM 291409735, 2026-09","++All specialist consultationsSpecialist careSpecialist Dermatology — Online Assessment with Dermatologist, Same DaySome skin conditions require more than a GP consultation. Severe acne that may require specialist treatment, a suspicious le","Render the reviewer and review date already held in seo/spain/clinical-approval*.json, and rewrite the dash-chained lede.","seo/spain/clinical-approval.json and clinical-approval-phase3.json, group service:dermatologia-especialista-online","no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Readers see who reviewed the page and when,seo/tracking/raw/2026-09-15/A2-probe/text/U004361.txt
CR-0129,U004535,https://www.myglobalhealth.online/spain/pt/services/psiquiatra-online,Spain,pt,service,CMS service record psiquiatra-online (es-pt) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/es-pt.json,173,0,psiquiatra online,aligned,4,5,4,4,check,none,3,Improve,Same missing reviewer byline; 25.2/1k em-dashes; Portuguese service page for Spain with 173 impressions at p59-66.,"++Todas as consultas de especialidadeCuidados especializadosPsiquiatria Especialista — Avaliação Psiquiátrica OnlineAlguns transtornos mentais requerem a profundidade de avaliação, o rigor diagnóstico e o alcance terapêutico que só um psiqu",Render the recorded reviewer and review date; rewrite the lede without dashes.,"seo/spain/clinical-approval-phase3.json, group service:psiquiatra-online","no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,Readers see who reviewed the page and when,seo/tracking/raw/2026-09-15/A2-probe/text/U004535.txt
CR-0130,U004367,https://www.myglobalhealth.online/spain/en/services/psicologo-online,Spain,en,service,CMS service record psicologo-online (es-en) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/es-en.json,167,0,online psychologist,aligned,4,5,3,4,risk,em_dash_29.2/1k,2,Improve,"No reviewer byline, and the lede claims psychotherapy is 'frequently more effective in the long term than medication alone, with results that persist after treatment ends' without a source. 29.2/1k em","many other psychological difficulties — frequently more effective in the long term than medication alone, with results that persist after treatment ends. Our clinical psychologists, registered with the Colegio Oficial de Psicólogos, offer p",Either cite the guideline behind the comparative-efficacy claim or remove it; render the recorded reviewer and date.,"seo/spain/clinical-approval-phase3.json, group service:psicologo-online; the efficacy comparison has no source on the page","yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",not needed,proposed,,Efficacy claims a clinician would stand behind,seo/tracking/raw/2026-09-15/A2-probe/text/U004367.txt
CR-0131,U004368,https://www.myglobalhealth.online/spain/en/services/psiquiatra-online,Spain,en,service,CMS service record psiquiatra-online (es-en) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/es-en.json,123,0,psiquiatra online,aligned,4,5,3,4,check,em_dash_29.6/1k,3,Improve,No reviewer byline; 29.6/1k em-dashes; 123 impressions at p69-75 including 'mejor psiquiatra online'.,"++All specialist consultationsSpecialist careSpecialist Psychiatry — Online Psychiatric Assessment in SpainSome mental health conditions require the depth of assessment, diagnostic rigour, and therapeutic range that only a specialist psychi",Render the recorded reviewer and date; rewrite the lede without dashes.,"seo/spain/clinical-approval.json, group service:psiquiatra-online; EUR 150 / 45 min stated on page","no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Readers see who reviewed the page and when,seo/tracking/raw/2026-09-15/A2-probe/text/U004368.txt
CR-0132,U004372,https://www.myglobalhealth.online/spain/en/services/salud-mental-online,Spain,en,service,CMS service record salud-mental-online (es-en) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/es-en.json,11,0,servicios de psiquiatria online,aligned,4,4,3,4,check,superlative_hits=4|em_dash_25.4/1k,3,Improve,No reviewer byline; 25.4/1k em-dashes; overlaps the psychiatry and psychology service pages for the same intent.,"++All consultationsOnline consultationMental Health Assessment — Online, Confidential, in SpainMental health difficulties — anxiety, depression, burnout, adjustment to a new country, or persistent patterns of thought and behaviour that are",Render the recorded reviewer and date; state plainly that this is the GP-level entry point and link the two specialist pages.,"seo/spain/clinical-approval-phase3.json, group service:salud-mental-online; EUR 59 / 20 min stated on page","no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Readers pick the right level of care first time,seo/tracking/raw/2026-09-15/A2-probe/text/U004372.txt
CR-0133,U004280,https://www.myglobalhealth.online/spain/de/services/justificante-medico-online,Spain,de,service,CMS service record justificante-medico-online (es-de) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/es-de.json,9,0,online ã¤rztliches attest,partial,4,4,3,3,check,superlative_hits=11,2,Improve,No reviewer byline; German page addresses the reader as 'du' while every other German page uses 'Sie'; 11 superlative hits.,"Privates klinisches Attest am selben TagDu fühlst dich krank und brauchst heute ein privates ärztliches Attest – ohne Weg und ohne Wartezimmer? Unsere Ärztinnen und Ärzte, die gemäß den Anforderungen der Organización Médica Colegial (OMC) z","Switch to 'Sie' for register consistency, render the recorded reviewer and date, trim superlatives; keep the accurate 'kein Ersatz fuer den parte de baja' line.","seo/spain/clinical-approval-phase2.json, group service:justificante-medico-online; EUR 35 / 15 min stated on page","no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,"Consistent, professional German register",seo/tracking/raw/2026-09-15/A2-probe/text/U004280.txt
CR-0134,U004460,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart,Spain,es,tool,frontend/locales/es/tools.json:blood-pressure-chart via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,955,2,tabla tension arterial,aligned,5,5,5,5,ok,none,4,Improve,"955 impressions, 293 of them in the top 15 at p10-11, 2 clicks (0.7%). Title leads with 'Baremos', a term the queries do not use ('tabla tension arterial', 'tension arterial normal').","EspañaTabla de tensión arterialHerramienta gratuitaTensión arterial normal EspañaIntroduce los dos números de tu tensiómetro para ver dónde queda la lectura en la tabla europea para adultos y qué conviene hacer, si es que hay que hacer algo",Rewrite the title to use the searcher's own wording and say what the reader compares; keep the ESC/ESH source line.,ESC/ESH adult categories named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,The snippet uses the words the searcher typed,seo/tracking/raw/2026-09-15/A2-probe/text/U004460.txt
CR-0135,U004465,https://www.myglobalhealth.online/spain/es/tools/ovulation-calculator,Spain,es,tool,frontend/locales/es/tools.json:ovulation-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,290,0,calculadora los dias fertiles,aligned,5,5,5,5,ok,none,4,Protect,"290 impressions but positions 54-78; visibility, not copy, is the limit.","EspañaCalculadora de ovulaciónHerramienta gratuitaCalculadora de ovulación EspañaIndica el primer día de tu última regla para ver los seis días con más probabilidad de embarazo, tu día estimado de ovulación y cuándo te toca la próxima regla",No copy change.,Six-day fertile window method stated on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U004465.txt
CR-0136,U004463,https://www.myglobalhealth.online/spain/es/tools/due-date-calculator,Spain,es,tool,frontend/locales/es/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,36,1,calcular fecha parto,aligned,4,4,5,5,ok,soft_404_signal,4,Protect,scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). 36 impressions at p43-68.,"EspañaCalculadora de embarazoHerramienta gratuitaCalculadora de embarazo EspañaIndica el primer día de tu última regla para ver tu fecha probable de parto, en qué semana estás hoy y cuándo empieza cada trimestre.Se ajusta a ciclos de 20 a 4",No copy change; fix the scanner rule.,40-week table and term window stated on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U004463.txt
CR-0137,U004296,https://www.myglobalhealth.online/spain/de/tools/calorie-calculator,Spain,de,tool,frontend/locales/de/tools.json:calorie-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,1,0,kalorienbedarf berechnen sport,partial,3,4,4,4,ok,superlative_hits=6,2,Consolidate,"German calorie calculator on a Spain URL, 1 impression, 6 superlative hits.","SpanienKalorienrechnerKostenloses ToolKostenloser Kalorienrechner SpanienGeben Sie Geschlecht, Alter, Größe, Gewicht und Ihr Aktivitätsniveau ein und sehen Sie, wie viele Kalorien Sie am Tag verbrauchen — und wie viel Sie essen sollten, um",Fold into the market locale policy; trim superlatives if kept.,Mifflin-St Jeor equation named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,Fewer near-duplicate tool pages,seo/tracking/raw/2026-09-15/A2-probe/text/U004296.txt
CR-0138,U004380,https://www.myglobalhealth.online/spain/en/tools/due-date-calculator,Spain,en,tool,frontend/locales/en/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,4,4,4,4,ok,soft_404_signal,3,Consolidate,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). English due-date tool on a Spain URL, 0 impressions.","SpainDue date calculatorFree health toolDue date calculator SpainEnter the first day of your last period to see your estimated due date, how far along you are today, and when each trimester starts.Adjusts for cycle lengths from 20 to 45 day",Fold into the market locale policy.,Same clinical content as the es page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Fewer near-duplicate tool pages,seo/tracking/raw/2026-09-15/A2-probe/text/U004380.txt
CR-0139,U004547,https://www.myglobalhealth.online/spain/pt/tools/due-date-calculator,Spain,pt,tool,frontend/locales/pt/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Portuguese due-date tool on a Spain URL, 0 impressions.","EspanhaCalculadora da data do partoFerramenta gratuitaCalculadora da data do parto EspanhaIndique o primeiro dia da última menstruação para ver a data provável do parto, em que semana está hoje e quando começa cada trimestre.Ajusta-se a cic",Retire or noindex unless a Spain pt audience is evidenced.,Same clinical content as the es page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U004547.txt
CR-0140,U004630,https://www.myglobalhealth.online/spain/ro/tools/due-date-calculator,Spain,ro,tool,frontend/locales/ro/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Romanian due-date tool on a Spain URL, 0 impressions.","SpaniaCalculator de sarcinăInstrument gratuitCalculator de sarcină SpaniaIntrodu prima zi a ultimei menstruații ca să vezi data probabilă a nașterii, în ce săptămână ești astăzi și când începe fiecare trimestru.Se ajustează pentru cicluri d",Retire or noindex unless a Spain ro audience is evidenced.,Same clinical content as the es page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U004630.txt
