"url","locale","page_type","discovery","status","disposition","reason","keyword_evidence","current_clicks","current_impressions","existing_title","proposed_title","existing_description","proposed_description","existing_h1","proposed_h1","native_faqs","embedded_faq_sections","schema_faqs","source_fingerprint","review_status","implementation_status","canonical","robots"
"https://www.myglobalhealth.online/brazil/pt/services/saude-idoso-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Saúde do Idoso Online Brasil | Clínico Geral | Mesmo Dia","Saúde do Idoso Online Brasil | Clínico Geral","Consulta de saúde do idoso com clínico geral por videochamada. Revisão de medicamentos, avaliação cognitiva, prevenção de quedas e muito mais. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Saúde do Idoso: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Saúde do Idoso Online — Consulta com Clínico Geral por Videochamada","Saúde do Idoso Online — Consulta com Clínico Geral por Videochamada","9","0","9","ef6bb846a51a20752f354d5617f96377c2d24cd8eb407a3a7c33ee22a5436b0b","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/saude-idoso-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/saude-mental-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","2","Saúde Mental Online Brasil | Ansiedade e Depressão | Clínico Geral","Saúde Mental Online Brasil | Ansiedade e Depressão | Clínico Geral","Converse com um clínico geral sobre ansiedade, depressão, estresse ou burnout por videochamada. Avaliação, orientação e encaminhamento quando necessário. Médicos com CRM ativo. Mesmo dia, em todo o Brasil.","Saúde Mental: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Saúde Mental Online — Avaliação com Clínico Geral por Videochamada","Saúde Mental Online — Avaliação com Clínico Geral por Videochamada","9","0","9","9871f963e18231808423eb512d88cb6927276fd94bf1e9bc511d7937d5cc2a76","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/saude-mental-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/saude-sexual-ist-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","2","4","Saúde Sexual e IST Online Brasil | Clínico Geral | Mesmo Dia","Saúde Sexual e IST Online Brasil | Clínico Geral","Consulta de saúde sexual e rastreamento de IST com clínico geral por videochamada. Sífilis, HIV, hepatites, PrEP e muito mais. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Saúde Sexual e IST: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Saúde Sexual e IST Online — Avaliação com Clínico Geral por Videochamada","Saúde Sexual e IST Online — Avaliação com Clínico Geral por Videochamada","10","0","10","a3a7ef546f977456c92d050c5472f8dfbbddabb754d9bbb1dad7834cd21decb6","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/saude-sexual-ist-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/saude-viagem-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","1","12","Saúde de Viagem Online Brasil | Consulta Médica Antes de Viajar | Mesmo Dia","Saúde de Viagem Online Brasil | Consulta Médica Antes de Viajar","Consulta de saúde de viagem com clínico geral por videochamada. Orientação sobre vacinas, profilaxia de malária, dengue e muito mais. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Saúde de Viagem: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Saúde de Viagem Online — Orientação Médica Antes de Viajar","Saúde de Viagem Online — Orientação Médica Antes de Viajar","8","0","8","a55f916890ca302347f0b0a3f720f0ab2fc20fa1e4e65e81ac266c54e5155451","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/saude-viagem-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/segunda-opiniao-medica","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","2","Segunda Opinião Médica Online Brasil | Clínico Geral | Mesmo Dia","Segunda Opinião Médica Online Brasil | Clínico Geral","Obtenha uma segunda opinião médica independente por videochamada. Revise diagnósticos, resultados de exames e planos de tratamento com um clínico geral com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Segunda Opinião Médica: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Segunda Opinião Médica Online — Avaliação Independente por Videochamada","Segunda Opinião Médica Online — Avaliação Independente por Videochamada","8","0","8","cbd46223a2e672db7314fb409124d6ac0606c5617db32054b02cd8406f481a7d","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/segunda-opiniao-medica","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/solicitacao-exames-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","1","82","Solicitação de Exames Online Brasil | Pedido de Exames | Mesmo Dia","Solicitação de Exames Online Brasil | Pedido de Exames","Solicite exames de sangue, imagem e outros exames laboratoriais por videochamada com clínico geral. Pedido de exames válido em laboratórios de todo o Brasil. Médicos com CRM ativo. Mesmo dia.","Converse com um médico por vídeo sobre a necessidade de exames. A solicitação depende da avaliação clínica. Confira horários e preço.","Solicitação de Exames Online — Pedido de Exames por Videochamada, Mesmo Dia","Solicitação de Exames Online — Pedido de Exames por Videochamada","8","0","8","33bc4b3f177f412b68b8f61b6f0be3e6fed8600aa5b8e869b575fce605d43bd8","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/solicitacao-exames-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/tools/adhd-test","pt","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","1","16","Teste de TDAH Brasil | Triagem Gratuita para Adultos","Teste de TDAH Brasil | Triagem Gratuita para Adultos","Faça a triagem de TDAH em adultos com seis perguntas (ASRS v1.1, parte A) e veja o que as suas respostas significam. Uma triagem não é diagnóstico — quem diagnostica é o psiquiatra ou o psicólogo clínico.","Faça a triagem de TDAH em adultos com seis perguntas (ASRS v1.1, parte A) e veja o que as suas respostas significam. Uma triagem não é diagnóstico — quem diagnostica é o psiquiatra ou o psicólogo clínico.","Teste de TDAH Brasil","Teste de TDAH Brasil","8","not separately parsed","8","4f7cce0625ceb428fe0fae1a34073c64311ea5c5af37e95de709f4a5d704b124","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/tools/adhd-test","index, follow"
"https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart","pt","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","tabela de pressão arterial (13 impressions) | tabela pressão arterial (11 impressions) | pressao normal tabela (9 impressions)","2","312","Pressão Arterial Normal Brasil | Tabela de Valores","Pressão Arterial Normal Brasil | Tabela de Valores","Compare sua pressão sistólica e diastólica com a tabela para adultos. Veja a categoria, o que ela significa e quais medidas exigem atendimento médico no mesmo dia.","Compare sua pressão sistólica e diastólica com a tabela para adultos. Veja a categoria, o que ela significa e quais medidas exigem atendimento médico no mesmo dia.","Pressão arterial normal Brasil","Pressão arterial normal Brasil","8","not separately parsed","8","42919474c377e92677a270ea3951a369f2ed7cb541e1c3ab094c808d036f5747","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart","index, follow"
"https://www.myglobalhealth.online/brazil/pt/tools/bmi-calculator","pt","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","gestгo de saъdebrl7200%-33%mйdio53 2,65 9,48 880720720880720720590480880590720590 (2 impressions)","0","4","Calculadora IMC Brasil | Calcular o IMC Online","Calculadora IMC Brasil | Calcular o IMC Online","Calcule seu índice de massa corporal em segundos. Sistema métrico ou imperial, categorias da OMS para adultos e o que o resultado significa na prática.","Calcule seu índice de massa corporal em segundos. Sistema métrico ou imperial, categorias da OMS para adultos e o que o resultado significa na prática.","Calculadora IMC Brasil","Calculadora IMC Brasil","8","not separately parsed","8","a8271e00d42e729b30165a3a7ff33ab59fe0c27408e64c767871423a56e05836","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/tools/bmi-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/pt/tools/calorie-calculator","pt","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","calorias por dia (1 impressions)","7","2251","Calculadora Calorias Brasil | Calorias Diárias","Calculadora Calorias Brasil | Calorias Diárias","Calcule quantas calorias você precisa por dia para manter, perder ou ganhar peso. Equação de Mifflin-St Jeor, cinco níveis de atividade e o que os números significam na prática.","Calcule quantas calorias você precisa por dia para manter, perder ou ganhar peso. Equação de Mifflin-St Jeor, cinco níveis de atividade e o que os números significam na prática.","Calculadora de calorias Brasil","Calculadora de calorias Brasil","8","not separately parsed","8","a8dfd2cc9f461163d8daf03b8d07d9c62ab3b792afd5a8df2823331ad2db3d28","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/tools/calorie-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator","pt","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","calculadora gestacional (12 impressions) | calculadora de gravidez (8 impressions) | calculadora idade gestacional (8 impressions)","0","824","Calculadora Gestacional Brasil | Idade Gestacional e DPP","Calculadora Gestacional Brasil | Idade Gestacional e DPP","Calcule a idade gestacional e a data provável do parto (DPP) a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com as 40 semanas detalhadas.","Calcule a idade gestacional e a data provável do parto (DPP) a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com as 40 semanas detalhadas.","Calculadora gestacional Brasil","Calculadora gestacional Brasil","8","not separately parsed","8","2423eea3eaeb3a4624e90cb22662959c2f448160ac4f3c076d86343dc22f2040","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/pt/tools/osteoporosis-risk-checker","pt","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","1","Avaliação de Risco de Osteoporose Brasil | Preciso de uma Densitometria Óssea?","Avaliação de Risco de Osteoporose Brasil | Preciso de uma Densitometria Óssea?","Verifique os fatores de risco publicados para osteoporose e fratura de fragilidade, e veja se as orientações clínicas recomendam que seja avaliado. Não é o FRAX nem um diagnóstico — uma lista de verificação para levar ao médico.","Verifique os fatores de risco publicados para osteoporose e fratura de fragilidade, e veja se as orientações clínicas recomendam que seja avaliado. Não é o FRAX nem um diagnóstico — uma lista de verificação para levar ao médico.","Risco de osteoporose Brasil","Risco de osteoporose Brasil","8","not separately parsed","8","8779e0a5337dc411c2cd96c582749d62aa925d08c0d42c3f0e245f9169e8d98a","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/tools/osteoporosis-risk-checker","index, follow"
"https://www.myglobalhealth.online/brazil/pt/tools/ovulation-calculator","pt","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","21","Período Fértil Brasil | Calculadora de Ovulação","Período Fértil Brasil | Calculadora de Ovulação","Calcule seu período fértil e o dia previsto da ovulação a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com os seis dias mais férteis detalhados.","Calcule seu período fértil e o dia previsto da ovulação a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com os seis dias mais férteis detalhados.","Período fértil Brasil","Período fértil Brasil","8","not separately parsed","8","1f5038216324228b38ffc0233d8992a9362711e94feb686c370333ddcfced0c0","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/tools/ovulation-calculator","index, follow"
"https://www.myglobalhealth.online/brazil/pt/tools/sore-throat-checker","pt","tool","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","0","Garganta Inflamada ou Amigdalite? Teste Brasil","Garganta Inflamada ou Amigdalite? Teste Brasil","Responda a cinco perguntas sobre a sua dor de garganta e veja qual a chance de ser bacteriana, pelo escore de McIsaac usado na clínica. Inclui os sinais de alerta que pedem atendimento imediato. Não é diagnóstico nem teste de estreptococo.","Responda a cinco perguntas sobre a sua dor de garganta e veja qual a chance de ser bacteriana, pelo escore de McIsaac usado na clínica. Inclui os sinais de alerta que pedem atendimento imediato. Não é diagnóstico nem teste de estreptococo.","Garganta inflamada e amigdalite Brasil","Garganta inflamada e amigdalite Brasil","8","not separately parsed","8","343a64ac8a8127cd81812646d1151337eb62c7580d98e733816bf2e5ea244959","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/tools/sore-throat-checker","index, follow"
