"cluster_id","parent_topic","keyword","normalised_keyword","country","language","keyword_source","source_competitor","seed_keyword","intent","funnel_stage","recommended_page_type","search_volume","keyword_difficulty","competition","cpc_eur","trend","serp_features","dronline_position","dronline_url","knok_position","knok_url","best_competitor","best_competitor_position","competitor_estimated_traffic","target_position","target_url","target_impressions","target_clicks","target_ctr","keyword_gap","business_fit","service_fit","clinical_risk","serp_fit","attainability","opportunity_score","recommended_action","proposed_target_url","priority","data_source","collected_at","notes"
"online-doctor","online doctor","consulta médica online","consulta médica online","Portugal","pt-PT","competitor_ranked|gsc_query|gsc_query_page|openseo_seed","dronline.pt|medicinaonline.multicare.pt|teleconsultaportugal.com","consulta médica online","informational","awareness","market/service landing page","170","13","0.7900000214576721","4.329999923706055","[{""year"":2026,""month"":7,""searchVolume"":210},{""year"":2026,""month"":6,""searchVolume"":210},{""year"":2026,""month"":5,""searchVolume"":170},{""year"":2026,""month"":4,""searchVolume"":140},{""year"":2026,""month"":3,""searchVolume"":210},{""year"":2026,""month"":2,""searchVolume"":110},{""year"":2026,""month"":1,""searchVolume"":170},{""year"":2025,""month"":12,""searchVolume"":260},{""year"":2025,""month"":11,""searchVolume"":170},{""year"":2025,""month"":10,""searchVolume"":210},{""year"":2025,""month"":9,""searchVolume"":170},{""year"":2025,""month"":8,""searchVolume"":140}]","ai_overview|organic|video|related_searches","1","https://dronline.pt/","","","dronline.pt","1","11.20300006866455","72.2","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","15","0","0","no","5","active-service","2","5","5","83","optimize_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P1","competitor_ranked|gsc_query|gsc_query_page|openseo_seed","2026-08-31",""
"online-doctor","online doctor","consulta médico online","consulta médico online","Portugal","pt-PT","competitor_ranked|gsc_query|gsc_query_page","consultas-online.pt|dronline.pt|medicinaonline.multicare.pt|teleconsultaportugal.com","","informational","awareness","market/service landing page","170","7","0.75","4.079999923706055","[{""year"":2026,""month"":7,""search_volume"":210},{""year"":2026,""month"":6,""search_volume"":210},{""year"":2026,""month"":5,""search_volume"":170},{""year"":2026,""month"":4,""search_volume"":140},{""year"":2026,""month"":3,""search_volume"":210},{""year"":2026,""month"":2,""search_volume"":110},{""year"":2026,""month"":1,""search_volume"":170},{""year"":2025,""month"":12,""search_volume"":260},{""year"":2025,""month"":11,""search_volume"":170},{""year"":2025,""month"":10,""search_volume"":210},{""year"":2025,""month"":9,""search_volume"":170},{""year"":2025,""month"":8,""search_volume"":140}]","organic|related_searches","1","https://dronline.pt/","","","dronline.pt","1","51.68000030517578","62","https://www.myglobalhealth.online/portugal/pt","1","0","0","no","5","active-service","2","5","5","83","optimize_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P1","competitor_ranked|gsc_query|gsc_query_page","2026-08-31",""
"traveller-health","traveller health","consulta do viajante online","consulta do viajante online","Portugal","pt-PT","competitor_ranked|gsc_query|gsc_query_page|openseo_seed|target_ranked","dronline.pt","consulta do viajante","navigational","awareness","service landing page","1000","5","0.7300000190734863","3.07","[{""year"":2026,""month"":7,""searchVolume"":1000},{""year"":2026,""month"":6,""searchVolume"":1000},{""year"":2026,""month"":5,""searchVolume"":1300},{""year"":2026,""month"":4,""searchVolume"":1000},{""year"":2026,""month"":3,""searchVolume"":1300},{""year"":2026,""month"":2,""searchVolume"":1000},{""year"":2026,""month"":1,""searchVolume"":1300},{""year"":2025,""month"":12,""searchVolume"":590},{""year"":2025,""month"":11,""searchVolume"":720},{""year"":2025,""month"":10,""searchVolume"":880},{""year"":2025,""month"":9,""searchVolume"":1000},{""year"":2025,""month"":8,""searchVolume"":1000}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews","16","https://dronline.pt/produto/videoconsulta-do-viajante/","","","dronline.pt","16","5.599999904632568","97","https://www.myglobalhealth.online/portugal/traveler's-consultation","29","0","0","no","5","active-service","2","5","5","82","optimize_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante","P1","competitor_ranked|gsc_query|gsc_query_page|openseo_seed|target_ranked","2026-08-31",""
"online-doctor","online doctor","marcação consulta online","marcação consulta online","Portugal","pt-PT","competitor_ranked","dronline.pt|medicinaonline.multicare.pt","","navigational","awareness","market/service landing page","1000","22","0.05000000074505806","2.109999895095825","[{""year"":2026,""month"":7,""search_volume"":590},{""year"":2026,""month"":6,""search_volume"":590},{""year"":2026,""month"":5,""search_volume"":720},{""year"":2026,""month"":4,""search_volume"":880},{""year"":2026,""month"":3,""search_volume"":1000},{""year"":2026,""month"":2,""search_volume"":880},{""year"":2026,""month"":1,""search_volume"":1300},{""year"":2025,""month"":12,""search_volume"":880},{""year"":2025,""month"":11,""search_volume"":1000},{""year"":2025,""month"":10,""search_volume"":1600},{""year"":2025,""month"":9,""search_volume"":1900},{""year"":2025,""month"":8,""search_volume"":1900}]","organic|people_also_ask|short_videos|related_searches","22","https://dronline.pt/","","","medicinaonline.multicare.pt","9","19.700000762939453","","","","","","yes","5","active-service","2","5","4","82","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P1","competitor_ranked","2026-08-31",""
"online-doctor","online doctor","teleconsulta","teleconsulta","Portugal","pt-PT","competitor_ranked|openseo_seed","dronline.pt|mediconanet.pt|teleconsultaportugal.com","teleconsulta","navigational","awareness","market/service landing page","880","0","0.6700000166893005","3.240000009536743","[{""year"":2026,""month"":7,""searchVolume"":880},{""year"":2026,""month"":6,""searchVolume"":880},{""year"":2026,""month"":5,""searchVolume"":1000},{""year"":2026,""month"":4,""searchVolume"":880},{""year"":2026,""month"":3,""searchVolume"":1000},{""year"":2026,""month"":2,""searchVolume"":880},{""year"":2026,""month"":1,""searchVolume"":1000},{""year"":2025,""month"":12,""searchVolume"":1000},{""year"":2025,""month"":11,""searchVolume"":880},{""year"":2025,""month"":10,""searchVolume"":880},{""year"":2025,""month"":9,""searchVolume"":880},{""year"":2025,""month"":8,""searchVolume"":880}]","ai_overview|organic|people_also_ask|related_searches|images","98","https://dronline.pt/","","","teleconsultaportugal.com","3","142.55999755859375","","","","","","yes","5","active-service","2","5","5","82","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P1","competitor_ranked|openseo_seed","2026-08-31",""
"online-doctor","online doctor","teleconsulta portugal","teleconsulta portugal","Portugal","pt-PT","competitor_ranked|openseo_seed","dronline.pt|teleconsultaportugal.com","teleconsulta","navigational","awareness","market/service landing page","260","0","0.7099999785423279","2.8499999046325684","[{""year"":2026,""month"":7,""searchVolume"":260},{""year"":2026,""month"":6,""searchVolume"":210},{""year"":2026,""month"":5,""searchVolume"":260},{""year"":2026,""month"":4,""searchVolume"":260},{""year"":2026,""month"":3,""searchVolume"":260},{""year"":2026,""month"":2,""searchVolume"":260},{""year"":2026,""month"":1,""searchVolume"":320},{""year"":2025,""month"":12,""searchVolume"":260},{""year"":2025,""month"":11,""searchVolume"":210},{""year"":2025,""month"":10,""searchVolume"":260},{""year"":2025,""month"":9,""searchVolume"":260},{""year"":2025,""month"":8,""searchVolume"":320}]","organic|people_also_ask|related_searches","30","https://dronline.pt/","","","teleconsultaportugal.com","1","79.04000091552734","","","","","","yes","5","active-service","2","5","5","82","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P1","competitor_ranked|openseo_seed","2026-08-31",""
"online-doctor","online doctor","consulta","consulta","Portugal","pt-PT","competitor_ranked","dronline.pt","","informational","awareness","market/service landing page","4400","48","0.05999999865889549","2.8399999141693115","[{""year"":2026,""month"":6,""search_volume"":4400},{""year"":2026,""month"":5,""search_volume"":4400},{""year"":2026,""month"":4,""search_volume"":4400},{""year"":2026,""month"":3,""search_volume"":4400},{""year"":2026,""month"":2,""search_volume"":4400},{""year"":2026,""month"":1,""search_volume"":4400},{""year"":2025,""month"":12,""search_volume"":3600},{""year"":2025,""month"":11,""search_volume"":4400},{""year"":2025,""month"":10,""search_volume"":5400},{""year"":2025,""month"":9,""search_volume"":4400},{""year"":2025,""month"":8,""search_volume"":4400},{""year"":2025,""month"":7,""search_volume"":6600}]","ai_overview|organic|people_also_ask|video|related_searches|images","1","https://dronline.pt/","","","dronline.pt","1","148.72000122070312","","","","","","yes","5","active-service","2","5","2","80","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P1","competitor_ranked","2026-08-31",""
"traveller-health","traveller health","consulta do viajante porto","consulta do viajante porto","Portugal","pt-PT","openseo_seed","","consulta do viajante","informational","awareness","service landing page","720","0","0.42","1.51","[{""year"":2026,""month"":7,""searchVolume"":590},{""year"":2026,""month"":6,""searchVolume"":720},{""year"":2026,""month"":5,""searchVolume"":880},{""year"":2026,""month"":4,""searchVolume"":880},{""year"":2026,""month"":3,""searchVolume"":1000},{""year"":2026,""month"":2,""searchVolume"":880},{""year"":2026,""month"":1,""searchVolume"":880},{""year"":2025,""month"":12,""searchVolume"":480},{""year"":2025,""month"":11,""searchVolume"":480},{""year"":2025,""month"":10,""searchVolume"":720},{""year"":2025,""month"":9,""searchVolume"":880},{""year"":2025,""month"":8,""searchVolume"":720}]","","","","","","","","","","","","","","no","5","location intent; no physical-clinic implication","2","5","5","80","retain for research; no city page approved","https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante","P3","openseo_seed","2026-08-31","Location term retained for research only; no doorway or physical-clinic page."
"online-doctor","online doctor","consulta de desenvolvimento infantil","consulta de desenvolvimento infantil","Portugal","pt-PT","openseo_seed","","consulta saúde mental","informational","awareness","market/service landing page","320","0","0.35","1.85","[{""year"":2026,""month"":7,""searchVolume"":260},{""year"":2026,""month"":6,""searchVolume"":210},{""year"":2026,""month"":5,""searchVolume"":260},{""year"":2026,""month"":4,""searchVolume"":320},{""year"":2026,""month"":3,""searchVolume"":390},{""year"":2026,""month"":2,""searchVolume"":480},{""year"":2026,""month"":1,""searchVolume"":390},{""year"":2025,""month"":12,""searchVolume"":210},{""year"":2025,""month"":11,""searchVolume"":390},{""year"":2025,""month"":10,""searchVolume"":390},{""year"":2025,""month"":9,""searchVolume"":320},{""year"":2025,""month"":8,""searchVolume"":170}]","","","","","","","","","","","","","","no","5","active-service","2","5","5","80","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P1","openseo_seed","2026-08-31",""
"traveller-health","traveller health","consulta do viajante coimbra","consulta do viajante coimbra","Portugal","pt-PT","openseo_seed","","consulta do viajante","informational","awareness","service landing page","260","0","0.35","1.35","[{""year"":2026,""month"":7,""searchVolume"":210},{""year"":2026,""month"":6,""searchVolume"":260},{""year"":2026,""month"":5,""searchVolume"":260},{""year"":2026,""month"":4,""searchVolume"":320},{""year"":2026,""month"":3,""searchVolume"":320},{""year"":2026,""month"":2,""searchVolume"":260},{""year"":2026,""month"":1,""searchVolume"":320},{""year"":2025,""month"":12,""searchVolume"":170},{""year"":2025,""month"":11,""searchVolume"":170},{""year"":2025,""month"":10,""searchVolume"":260},{""year"":2025,""month"":9,""searchVolume"":260},{""year"":2025,""month"":8,""searchVolume"":260}]","","","","","","","","","","","","","","no","5","location intent; no physical-clinic implication","2","5","5","80","retain for research; no city page approved","https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante","P3","openseo_seed","2026-08-31","Location term retained for research only; no doorway or physical-clinic page."
"traveller-health","traveller health","consulta do viajante lisboa","consulta do viajante lisboa","Portugal","pt-PT","openseo_seed","","consulta do viajante","informational","awareness","service landing page","260","0","0.55","1.88","[{""year"":2026,""month"":7,""searchVolume"":210},{""year"":2026,""month"":6,""searchVolume"":260},{""year"":2026,""month"":5,""searchVolume"":260},{""year"":2026,""month"":4,""searchVolume"":260},{""year"":2026,""month"":3,""searchVolume"":320},{""year"":2026,""month"":2,""searchVolume"":320},{""year"":2026,""month"":1,""searchVolume"":320},{""year"":2025,""month"":12,""searchVolume"":140},{""year"":2025,""month"":11,""searchVolume"":210},{""year"":2025,""month"":10,""searchVolume"":260},{""year"":2025,""month"":9,""searchVolume"":210},{""year"":2025,""month"":8,""searchVolume"":210}]","","","","","","","","","","","","","","no","5","location intent; no physical-clinic implication","2","5","5","80","retain for research; no city page approved","https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante","P3","openseo_seed","2026-08-31","Location term retained for research only; no doorway or physical-clinic page."
