keyword,normalized_keyword,ascii_variant,sources,seeds,search_volume,keyword_difficulty,gsc_clicks,gsc_impressions,gsc_position,ranking_url,cluster,status,notes
dermatolog online 24h,dermatolog online 24h,dermatolog online 24h,gsc|research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,,,0,1,46,,online dermatology,excluded-low-fit,
dermatologie online,dermatologie online,dermatologie online,gsc,,50,,0,1,46,,online dermatology,excluded-low-fit,
dermatologista,dermatologista,dermatologista,gsc,,,,0,1,67,,online dermatology,excluded-low-fit,
deutsch sprechender arzt in der nähe,deutsch sprechender arzt in der nähe,deutsch sprechender arzt in der nahe,gsc,,,,0,1,5,https://www.myglobalhealth.online/czechia/de,other target demand,excluded-low-fit,
do they speak english?,do they speak english?,do they speak english?,gsc,,,,0,1,6,https://www.myglobalhealth.online/czechia/en/services/travel-health-prague,other target demand,excluded-low-fit,
doctor,doctor,doctor,gsc,,1600,40,0,1,3,https://www.myglobalhealth.online/czechia/cs,online GP and doctor,excluded-low-fit,
doctor 24/7 online,doctor 24/7 online,doctor 24/7 online,gsc,,,,0,1,6,https://www.myglobalhealth.online/czechia/en/blog/online-doctor-czechia-what-it-solves,online GP and doctor,excluded-low-fit,
doctor online,doctor online,doctor online,gsc,,,77,0,1,2,https://www.myglobalhealth.online/czechia/cs/blog/lekar-online-24-7-co-vyresi,online GP and doctor,excluded-low-fit,
doctor online appointment,doctor online appointment,doctor online appointment,gsc,,,,0,1,1,https://www.myglobalhealth.online/czechia/en/about,online GP and doctor,excluded-low-fit,
doctor website,doctor website,doctor website,gsc,,,,0,1,20,https://www.myglobalhealth.online/czechia/en,online GP and doctor,excluded-low-fit,
domácí měření cholesterolu,domácí měření cholesterolu,domaci mereni cholesterolu,gsc,,40,0,0,1,48,,other target demand,excluded-low-fit,
domácí test alergie na laktozu,domácí test alergie na laktozu,domaci test alergie na laktozu,gsc,,10,36,0,1,33,,other target demand,excluded-low-fit,
domácí test na intoleranci laktózy,domácí test na intoleranci laktózy,domaci test na intoleranci laktozy,gsc,,,,0,1,18,,other target demand,excluded-low-fit,
domácí test na testosteron,domácí test na testosteron,domaci test na testosteron,gsc,,320,0,0,1,19,,men's health,excluded-low-fit,
dr islam,dr islam,dr islam,gsc,,,,0,1,3,https://www.myglobalhealth.online/czechia/cs/doctors/khoiamul-islam,other target demand,excluded-low-fit,
dr mustaf,dr mustaf,dr mustaf,gsc,,,,0,1,12,,other target demand,excluded-low-fit,
dr. farooq,dr. farooq,dr. farooq,gsc,,,,0,1,1,,other target demand,excluded-low-fit,
dr. fatima ali,dr. fatima ali,dr. fatima ali,gsc,,,,0,1,5,,other target demand,excluded-low-fit,
dr.ahmed,dr.ahmed,dr.ahmed,gsc,,,,0,1,8,,other target demand,excluded-low-fit,
dr.mustafa,dr.mustafa,dr.mustafa,gsc,,,,0,1,12,,other target demand,excluded-low-fit,
e medical centre,e medical centre,e medical centre,gsc,,,,0,1,2,,other target demand,excluded-low-fit,
emergency hospital near me,emergency hospital near me,emergency hospital near me,gsc,,260,0,0,1,2,https://www.myglobalhealth.online/czechia/cs,urgent care,excluded-emergency-misalignment,
emergency hospital prague,emergency hospital prague,emergency hospital prague,gsc,,90,0,0,1,1,https://www.myglobalhealth.online/czechia/cs,urgent care,excluded-emergency-misalignment,possible cannibalization: https://www.myglobalhealth.online/czechia/cs | https://www.myglobalhealth.online/czechia/en/contact
get consultation,get consultation,get consultation,gsc,,,,0,1,11,,other target demand,excluded-low-fit,
global biomedical,global biomedical,global biomedical,gsc,,,,0,1,2,,other target demand,excluded-low-fit,
global centre,global centre,global centre,gsc,,,,0,1,1,,other target demand,excluded-low-fit,
global clinic,global clinic,global clinic,gsc,,,,0,1,6,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
global healtg,global healtg,global healtg,gsc,,,,1,1,2,,other target demand,excluded-low-fit,
global health online,global health online,global health online,gsc,,,,1,1,1,,other target demand,excluded-low-fit,
global med,global med,global med,gsc,,,,0,1,9,,other target demand,excluded-low-fit,
global medical care,global medical care,global medical care,gsc,,,,0,1,3,,other target demand,excluded-low-fit,
global medikal,global medikal,global medikal,gsc,,,,0,1,2,,other target demand,excluded-low-fit,
health care clinic near me,health care clinic near me,health care clinic near me,gsc,,,,0,1,3,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
health care in czech republic,health care in czech republic,health care in czech republic,gsc,,170,7,0,1,4,,other target demand,excluded-low-fit,
health centers,health centers,health centers,gsc,,,,0,1,13,,other target demand,excluded-low-fit,
health online,health online,health online,gsc,,,,0,1,7,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
healthcare czech republic,healthcare czech republic,healthcare czech republic,gsc|target-ranked,,170,0,0,1,49,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
healthcare in czech republic,healthcare in czech republic,healthcare in czech republic,gsc,,170,1,0,1,7,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
healthy diet consultation,healthy diet consultation,healthy diet consultation,gsc,,,,0,1,6,,other target demand,excluded-low-fit,
hlavaty doktor,hlavaty doktor,hlavaty doktor,gsc,,,,0,1,3,,online GP and doctor,excluded-low-fit,
hormonalni test,hormonalni test,hormonalni test,gsc,,90,0,0,1,58,,other target demand,excluded-low-fit,
hospital,hospital,hospital,gsc,,5400,29,0,1,1,,other target demand,excluded-low-fit,
hospital near me,hospital near me,hospital near me,gsc,,3600,5,0,1,2,,other target demand,excluded-low-fit,
hubnutí kalkulačka,hubnutí kalkulačka,hubnuti kalkulacka,gsc,,10,15,0,1,46,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,weight management,excluded-low-fit,
hypertenze hodnoty,hypertenze hodnoty,hypertenze hodnoty,gsc,,50,12,0,1,37,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,other target demand,excluded-low-fit,
ideální váha kalkulačka,ideální váha kalkulačka,idealni vaha kalkulacka,gsc,,90,2,0,1,51,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
imc doctor search,imc doctor search,imc doctor search,gsc,,,,0,1,7,,online GP and doctor,excluded-low-fit,
index telesnej hmotnosti,index telesnej hmotnosti,index telesnej hmotnosti,gsc,,10,,0,1,39,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
international health,international health,international health,gsc,,,,0,1,4,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
international healthcare,international healthcare,international healthcare,gsc,,,,0,1,21,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
irale,irale,irale,gsc,,,,0,1,7,,other target demand,excluded-low-fit,
irish illness benefit,irish illness benefit,irish illness benefit,gsc,,,,0,1,6,,other target demand,excluded-low-fit,
ivf kalkulačka,ivf kalkulačka,ivf kalkulacka,gsc,,,44,0,1,32,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,other target demand,excluded-low-fit,
jak vypočítat menstruaci,jak vypočítat menstruaci,jak vypocitat menstruaci,gsc,,10,43,0,1,39,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,other target demand,excluded-low-fit,
jsem z chomutova,jsem z chomutova,jsem z chomutova,gsc,,,,1,1,1,https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online,other target demand,excluded-low-fit,
just for one day,just for one day,just for one day,gsc,,10,,0,1,2,https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained,other target demand,excluded-low-fit,
kalkulacka obezita,kalkulacka obezita,kalkulacka obezita,gsc,,50,0,0,1,33,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
kalkulacka plodnych dni,kalkulacka plodnych dni,kalkulacka plodnych dni,gsc,,110,0,0,1,49,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,other target demand,excluded-low-fit,
kalkulačka denního příjmu,kalkulačka denního příjmu,kalkulacka denniho prijmu,gsc,,30,,0,1,23,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,other target demand,excluded-low-fit,
kalkulačka menstruace,kalkulačka menstruace,kalkulacka menstruace,gsc|target-ranked,,170,0,0,1,39,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,other target demand,excluded-low-fit,
kalkulačka nadváhy,kalkulačka nadváhy,kalkulacka nadvahy,gsc,,40,19,0,1,34,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
kalkulačka plodných dnů,kalkulačka plodných dnů,kalkulacka plodnych dnu,gsc,,,,0,1,47,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,other target demand,excluded-low-fit,
kalkulačka uhnízdění vajíčka,kalkulačka uhnízdění vajíčka,kalkulacka uhnizdeni vajicka,gsc|target-ranked,,140,0,0,1,27,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,other target demand,excluded-low-fit,
kardiolog online,kardiolog online,kardiolog online,gsc,,10,,1,1,13,,other target demand,excluded-low-fit,
kardiologie online,kardiologie online,kardiologie online,gsc,,10,,0,1,25,,other target demand,excluded-low-fit,
klinický přístup k hubnutí,klinický přístup k hubnutí,klinicky pristup k hubnuti,gsc,,,,0,1,63,https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online,weight management,excluded-low-fit,
kolik je mu let,kolik je mu let,kolik je mu let,gsc,,,,0,1,1,,other target demand,excluded-low-fit,
kolik kcal na hubnuti,kolik kcal na hubnuti,kolik kcal na hubnuti,gsc,,,,0,1,48,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,weight management,excluded-low-fit,
kontakt?,kontakt?,kontakt?,gsc,,,,0,1,2,,other target demand,excluded-low-fit,
kontrola pracovní neschopnosti,kontrola pracovní neschopnosti,kontrola pracovni neschopnosti,gsc,,,,0,1,3,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,other target demand,excluded-low-fit,
laktózová intolerance test,laktózová intolerance test,laktozova intolerance test,gsc,,70,0,0,1,50,,other target demand,excluded-low-fit,
lekari online,lekari online,lekari online,gsc,,40,31,0,1,19,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,online GP and doctor,excluded-low-fit,
live doctor,live doctor,live doctor,gsc,,,,0,1,2,https://www.myglobalhealth.online/czechia/cs,online GP and doctor,excluded-low-fit,
luz marina zuluaga,luz marina zuluaga,luz marina zuluaga,gsc,,,,0,1,8,,other target demand,excluded-low-fit,
maklad,maklad,maklad,gsc,,,,0,1,2,,other target demand,excluded-low-fit,
mam nadvahu,mam nadvahu,mam nadvahu,gsc,,,,0,1,57,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
mam nadvahu vypocet,mam nadvahu vypocet,mam nadvahu vypocet,gsc,,10,,0,1,44,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
manuální práce,manuální práce,manualni prace,gsc,,90,0,0,1,9,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,other target demand,excluded-low-fit,
mbi váha,mbi váha,mbi vaha,gsc,,170,33,0,1,46,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
medical centre nesr me,medical centre nesr me,medical centre nesr me,gsc,,,,0,1,2,,other target demand,excluded-low-fit,
medical world,medical world,medical world,gsc,,,,0,1,10,,other target demand,excluded-low-fit,
medicalcentre,medicalcentre,medicalcentre,gsc,,,,0,1,5,,other target demand,excluded-low-fit,
medicine global,medicine global,medicine global,gsc,,,,0,1,1,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
médico,médico,medico,gsc,,,,0,1,10,,other target demand,excluded-low-fit,
menstruační cyklus plodné dny,menstruační cyklus plodné dny,menstruacni cyklus plodne dny,gsc,,10,,0,1,49,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,other target demand,excluded-low-fit,
mudr engelmann,mudr engelmann,mudr engelmann,gsc,,90,0,0,1,47,https://www.myglobalhealth.online/czechia/cs/doctors,other target demand,excluded-low-fit,
mudr fajkus,mudr fajkus,mudr fajkus,gsc,,70,0,0,1,44,https://www.myglobalhealth.online/czechia/cs/doctors,other target demand,excluded-low-fit,
mudr gabriele felici recenze,mudr gabriele felici recenze,mudr gabriele felici recenze,gsc,,50,,0,1,16,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,possible cannibalization: https://www.myglobalhealth.online/czechia/cs | https://www.myglobalhealth.online/czechia/cs/doctors
"mudr. libor hlavatý, mediclinic a.s. recenze","mudr. libor hlavatý, mediclinic a.s. recenze","mudr. libor hlavaty, mediclinic a.s. recenze",gsc,,,,0,1,11,,other target demand,excluded-low-fit,
my healrh,my healrh,my healrh,gsc,,,,0,1,8,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
nadváha test,nadváha test,nadvaha test,gsc,,40,15,0,1,26,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
nadváha u dětí kalkulačka,nadváha u dětí kalkulačka,nadvaha u deti kalkulacka,gsc,,70,1,0,1,31,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
nadváha výpočet,nadváha výpočet,nadvaha vypocet,gsc,,10,44,0,1,35,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
napiš mi to,napiš mi to,napis mi to,gsc,,,,0,1,9,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,other target demand,excluded-low-fit,
nemecko,nemecko,nemecko,gsc,,5400,56,0,1,2,https://www.myglobalhealth.online/czechia/de/blog/neschopenka-krankschreibung-in-tschechien,other target demand,excluded-low-fit,
nenasel jsem to,nenasel jsem to,nenasel jsem to,gsc,,,,0,1,7,https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained,other target demand,excluded-low-fit,
neplodné dny po menstruaci,neplodné dny po menstruaci,neplodne dny po menstruaci,gsc,,10,42,0,1,50,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,other target demand,excluded-low-fit,
neurologie online,neurologie online,neurologie online,gsc,,,,0,1,52,,other target demand,excluded-low-fit,
obezita kalkulačka,obezita kalkulačka,obezita kalkulacka,gsc,,20,,0,1,35,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,other target demand,excluded-low-fit,
obnovit,obnovit,obnovit,gsc,,1000,0,0,1,6,https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby,other target demand,excluded-low-fit,
odnowienie recepty,odnowienie recepty,odnowienie recepty,gsc,,,,0,1,5,https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby,ePrescription and treatment renewal,excluded-low-fit,
online,online,online,gsc|research:ideas,online lékař pro cizince,14800,83,0,1,2,,other target demand,excluded-low-fit,
online dr,online dr,online dr,gsc,,,,0,1,7,https://www.myglobalhealth.online/czechia/cs,other target demand,excluded-low-fit,
online kardiologe,online kardiologe,online kardiologe,gsc,,,,0,1,4,,other target demand,excluded-low-fit,
pediatría,pediatría,pediatria,gsc,,,,0,1,31,,online paediatrics,excluded-low-fit,
pekarovičová,pekarovičová,pekarovicova,gsc,,90,0,0,1,59,https://www.myglobalhealth.online/czechia/cs/doctors,other target demand,excluded-low-fit,
platforma,platforma,platforma,gsc,,1000,0,0,1,1,https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online,other target demand,excluded-low-fit,
plodné a neplodné dny kalkulačka,plodné a neplodné dny kalkulačka,plodne a neplodne dny kalkulacka,gsc,,90,0,0,1,32,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,other target demand,excluded-low-fit,
